Olay numarası,Lokasyon,Olay Tarihi,Olay Saati,Olay Tipi,Olay Grubu,Olay Alt Grubu,Saha,Olayın Kısa Açıklaması,OSAR Aşaması,Sorumlu Kişi,Seviye,Araştırmanın Tamamlanma Durumu,Olay Araştırma Kalan Gün sayısı,Döf Numarası,PE Seviye
1028924,8200 HYDROCRACKER REAKTÖR ÜNİTESİ,19.03.2019,18:30:00,Olay,IG,"İG-Start-up arızaları; İG-Ekipman işlev, bütünlüğünün bozulması",,U-8000 Ünitesi Redresör Arızası ve PM-8219/B Tribi,Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1028935,AMBARLAR,27.03.2019,10:00:00,Güvenlik izleme,İSG,Doğru ekipman kullanmama/uyg.sz kullanma,Depo bölgesi,Bigbag çuvalların yırtılması,Olay tamamlandı,,,Geçersiz,0,,
1028955,460 KEROSEN ÜNİTESİ,24.03.2019,10:00:00,Güvenlik izleme,İSG,Emin giriş/ateşli iş sertifikası ihlali,460 ünitesi 465 B DrMI,460 / 480 Bakımı Saha Uygunsuzluğu,Olay tamamlandı,,,Geçersiz,0,,
1028976,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,28.03.2019,14:00:00,Olay,ISG,ISG-Küçük müdahale,T-9909 kolonu mahalli,İskele Kurulumu esnasında Dikme Kayması ve El Sıkışması,Olay tamamlandı,,,Geçersiz,0,,
1029007,4000 FCC KATALİTİK KRAKİNG ÜNİTESİ,13.03.2019,00:00:00,Olay,ISG,ISG-Küçük müdahale,,BYK off-gas dreyni kokusunun FCC sahasına çökmesi,Olay tamamlandı,,,Geçersiz,0,,
1029061,8100 HYDROCRACKER VAKUM DİST. ÜNİTESİ,16.03.2019,11:00:00,Olay,ISG,ISG-Kayıp zamansız kaza,8100 Ünitesi Koridoru Servis Suyu Hattında,8100 Servis Suyu Hattında Çalışma Esnasında İş Kazası,Olay tamamlandı,,,Geçersiz,0,,
1029090,"2055 EDM 34,5 KV ELEKTRİK DAĞITIM MERKEZ",29.03.2019,16:07:00,Olay,IG,İG-Üretim kayıplı ünite duruşları,TEİAŞ Aliağa-1 TDM.,29 Mart 2019 TEİAŞ Arızi Durumu-Rafineri Ada Modu Operasyonu Hk.,Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1029095,480 KOSTİK NÖTRALİZASYON ÜNİTESİ,1.04.2019,11:00:00,Güvenlik izleme,İSG,Kaldırma araçlarının uygunsuz kullanımı,T-481/B yanı,Vincin hortumunda kaçak,Olay tamamlandı,,,Geçersiz,0,,
1029106,2013 CCR ÜNİTELERİ FLARE SAHASI,1.04.2019,02:00:00,Kazaya ramak kala,Proses emniyeti,Yangın/patlama tehlikesi; Mevcut değil veya düzgün çalışmıyor,D-2013/4,PM-2013/3 pompasının durmaması hk,Olay tamamlandı,,ZIM_LEVEL_04,Zamanında tamamlandı,0,,Seviye 4
1029126,3000 TANK SAHASI,1.04.2019,10:00:00,Güvenlik izleme,İSG,"Tertip, düzen",3252 tank önü,3252 İzole Yün Atıkları,Olay tamamlandı,,,Geçersiz,0,4669.1,
1029129,"9000 CCR ÜNT. SUBSTATION , BATERİ LİMİT",1.04.2019,10:00:00,Güvenlik izleme,İSG,"Tertip, düzen",CCR ünitesi 8 numaralı yol atık biriktirme noktası,CCR İzole Yün ve İzole Saç Atıkları,Olay tamamlandı,,,Geçersiz,0,4670.1,
1029133,3000 TANK SAHASI,1.04.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",Yer rafineri genelidir. Lokasyonun ona göre düzenlenmesi gerekmektedir. Şu an mevcutta 900 bakım sahası karışsı Petrol hareketleri bordu ASA 12572 havuzları gibi yerlerde hafriyat atıkları bulunmaktadır.,Teknokon Firması İnşaat Moloz Atıkları ve Hafriyat Atıkları Hakkında,Olay tamamlandı,,,Geçersiz,0,4671.1,
1029155,3000 TANK SAHASI,2.04.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Tehlikeli depolanmış malz. ve ekipmanlar; Yüksekte duran emniyetsiz malzemeler; Yakındaki eş zamanlı çalışmalar; Prosedürler/standartlar bilinmiyor",TK-3104 ve 3105 arası,Ordinat Firması,Olay tamamlandı,,,Geçersiz,0,4672.1,
1029156,3000 TANK SAHASI,2.04.2019,00:00:00,Güvenlik izleme,İSG,Islak/kaygan zemin,1600 Yeni yapılan pom sahası yanı steam besleme vanalarının olduğu platform önü,Yeni yapılan pom. sahası ( 1600 ) K.dolum Yağ satış pompaları,Olay tamamlandı,,,Geçersiz,0,4673.1,
1029159,3000 TANK SAHASI,2.04.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Yaralnma riskni artıran tehl.çıkıntılar; Merdivenler(bina merdivenleri,...)",1600 yeni pom. sahası yanı,1600 Y eni pom. sahası,Olay tamamlandı,,,Geçersiz,0,4674.1,
1029166,9200 CCR PLATFORMİNG ÜNİTESİ,2.04.2019,13:30:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",9200 fırın yanı ve kompresör hatları önü,CCR Sahasında bulunan hortumlar,Olay tamamlandı,,,Geçersiz,0,4675.1,
1029167,9200 CCR PLATFORMİNG ÜNİTESİ,2.04.2019,14:00:00,Güvenlik izleme,İSG,"Kimyasallar(Tanımsız,etiketsiz,MKK sız)",9000 ünitesi,CCR'da Kirlik Kostik Uyarısı Bulunmayan Bölge Hakkında,Olay tamamlandı,,,Geçersiz,0,4676.1,
1029170,EMNİYET ÇEVRE KALİTE MÜDÜRLÜĞÜ,2.04.2019,12:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,"TÇM Binası Kuzay Bölgesinde bulunan, Atölyeler ve EDM binasına giden yol kavşağında.",Emniyetsiz Yolcu Taşıma,Olay tamamlandı,,,Geçersiz,0,,
1029180,200R BENZİN KÜK. GİDER/KATALTİK REFORMER,1.04.2019,17:06:00,Olay,IG,"İG-Tekrarlayan ekipman arızaları; İG-Sahte IPF tripleri; İG-Ekipman işlev, bütünlüğünün bozulması",,CM-202 Tribi,Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1029181,4800 GSIP (BENZİN SPEKLERİ İYİLEŞTİRME),25.03.2019,00:00:00,Olay,"PE, IG","PE-Kaçak/döküntü; İG-Ekipman işlev, bütünlüğünün bozulması",,HP Steam Donüş Hattı Dirseğinde kaçak,Olay tamamlandı,,ZIM_LEVEL_03,Gecikmeli tamamlandı,-14,12967,Seviye 3
1029187,9300 CCR REJENERASYON ÜNİTESİ,1.04.2019,18:20:00,Olay,"PE, IG","PE-Yangın/patlama/parlama; İG-Tekrarlayan ekipman arızaları; İG-Üretim kayıplı ünite duruşları; İG-Ekipman işlev, bütünlüğünün bozulması",9300,9300XV023 SALMASTRA KAÇAĞI,Olay tamamlandı,,ZIM_LEVEL_03,Gecikmeli tamamlandı,-1,12120,Seviye 3
1029188,1100 VAKUM DESTİLASYON ÜNİTESİ,2.06.2018,00:00:00,Olay,"PE, IG","PE-Kaçak/döküntü; İG-Ekipman işlev, bütünlüğünün bozulması",Ü-1100 kirli su sistemi,Ü-1100 KİRLİ SU HATTA DELİK,Olay tamamlandı,,,Geçersiz,0,,
1029209,9700 KÜKÜRT GERİ KAZANIM ÜNİTESİ,2.04.2019,17:42:00,Olay,"IG, PE",İG-Üretim kayıplı ünite duruşları; PE-Toksik gaz yayılımı; İG-Start-up arızaları,"9700 Battery limit, 97FI152 mahalli",97MOS153 Bypasstayken 97FI152 ens. kontrolü sırasında ünite devredışı oldu,Olay tamamlandı,,ZIM_LEVEL_03,Zamanında tamamlandı,2,12136,Seviye 3
1029238,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,3.04.2019,00:00:00,Güvenlik izleme,İSG,Prosedür/standart mevcut değil/yetersiz; Yasal gerekliliğe uygunsuzluk; Prosedürler/standartlar bilinmiyor,DIŞ KAPI BÖLGESİ,Rafineri Giriş Kontrol Kurallarına Uyulmaması,Olay tamamlandı,,,Geçersiz,0,,
1029253,910 GAZ TÜRBİNİ ENERJİ ÜRETİM ÜNİTESİ,2.04.2019,00:00:00,Güvenlik izleme,İSG,Yasal gerekliliğe uygunsuzluk; Prosedürler/standartlar bilinmiyor,U-910 HRSG-1,Teknokon Firması 16 Saat Üzeri Çalışması Hk. (2 Nisan 2019),Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,4693.1,Seviye 4
1029251,910 GAZ TÜRBİNİ ENERJİ ÜRETİM ÜNİTESİ,1.04.2019,16:40:00,Olay,IG,"İG-Üretim kayıplı ünite duruşları; İG-Sahte IPF tripleri; İG-Ekipman işlev, bütünlüğünün bozulması",,1 Nisan 2019 saat 16:40 GTG-1 Tribi Hk. (Esntrüman Tag: SAG10CP900/ZT01),Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1029252,4500 FCC FUEL GAS AMİNLE MUAMELE ÜNİTESİ,21.03.2019,00:00:00,Olay,ISG,ISG-Küçük müdahale,,DEA varilini boşaltma sırasında parmak sıkışmasaı,Olay tamamlandı,,,Zamanında tamamlandı,0,12137,
1029270,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,4.04.2019,16:45:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,Rafineri Kurallarına Uyulmaması,Olay tamamlandı,,,Geçersiz,0,,
1029271,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,4.04.2019,16:55:00,Güvenlik izleme,İSG,Yasal gerekliliğe uygunsuzluk,Dış kapı bölgesi,Muayenesi Biten Araç,Olay tamamlandı,,,Geçersiz,0,,
1029290,7500 LPG AMİN KÜKÜRT GİDERME ÜNİTESİ,5.04.2019,09:15:00,Güvenlik izleme,İSG,Baret/İş ayakkabısı ve iş kıyafeti; Trafik kuralı ihlali,7500 ünitesi önü yol,Numune aracı şoförü,Olay tamamlandı,,,Geçersiz,0,,
1029295,3000 TANK SAHASI,27.11.2018,10:00:00,Olay,ISG,ISG-Küçük müdahale,TK-3002 Tank,3002 Tankı Gazdan Etkilenme,Olay tamamlandı,,,Geçersiz,0,,
1029296,4000 FCC KATALİTİK KRAKİNG ÜNİTESİ,22.12.2018,13:30:00,Olay,ISG,ISG-Küçük müdahale,FCC Ünitesi İnhibitör bina ve ekipmanları demontajı,FCC Kimyasal Sıçraması,Olay tamamlandı,,,Geçersiz,0,,
1029298,4900 FCC UTİLİTE (CO ÜNİTESİ),4.04.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",,FCC CO kazanı,Olay tamamlandı,,,Geçersiz,0,,
1029299,8200 HYDROCRACKER REAKTÖR ÜNİTESİ,4.04.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",TK-8201,U-8000,Olay tamamlandı,,,Geçersiz,0,,
1029304,8600 GAZ AMİN MUAMELE ÜNİTESİ,4.04.2019,00:00:00,Güvenlik izleme,İSG,Makine muhafazaları yeterli değil,D-8604,U-8600,Olay tamamlandı,,,Geçersiz,0,4701.1,
1029305,BAK.MÜD./BAKIM MÜDÜRLÜĞÜ,4.04.2019,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,eski iş makineleri Atölyesi,eski iş makineleri Atölyesi,Olay tamamlandı,,,Geçersiz,0,4702.1,
1029306,902Y KİRLİ KONDENSE İŞLEME ÜNİTESİ,4.04.2019,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,U-902/Y,Olay tamamlandı,,,Geçersiz,0,4703.1,
1029313,8200 HYDROCRACKER REAKTÖR ÜNİTESİ,5.04.2019,00:00:00,Olay,"PE, IG","PE-Kaçak/döküntü; İG-Tekrarlayan ekipman arızaları; İG-Ekipman işlev, bütünlüğünün bozulması",Kompresör Sahası,CM-8202B 3. Kademe Blok Vana H2 Kaçağı,Olay tamamlandı,,ZIM_LEVEL_03,Geçersiz,0,,Seviye 3
1029315,460 KEROSEN ÜNİTESİ,5.04.2019,16:00:00,Güvenlik izleme,Proses emniyeti,Tehlikeli depolanmış malz. ve ekipmanlar,460 limit,LİMİT KÖRÜ CANLI TARAFTA YANLIŞ CONTA OLMASI,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,4707.1,Seviye 4
1029316,460 KEROSEN ÜNİTESİ,1.04.2019,10:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,"R-461 reaktörü LQ-462 film kontaktör 42"" flanş",Reaktör flanş saplamasına fazla tork uygulanması,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1029321,3000 TANK SAHASI,6.04.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen; Prosedürler/standartlar bilinmiyor; Yaralnma riskni artıran tehl.çıkıntılar",PHÜ - TK 3105 önü hat girişlerinin olduğu kısım,3105 TK önü atıklar,Olay tamamlandı,,,Geçersiz,0,4704.1,
1029326,2450 KARADOLUM BEYAZ ÜRÜN YÜKLEME İST.,21.11.2017,22:45:00,Olay,ISG,ISG-Kayıp zamanlı kaza,Kara Dolum Ünitesi HVGO tahliye sahası,Kara Dolum Zaman Kayıplı İş Kazası,Olay tamamlandı,,,Geçersiz,0,,
1029327,PH 2390 FUELOİL VE DİZEL YAKIT POMPA İS.,28.09.2017,09:40:00,Olay,ISG,ISG-Küçük müdahale,,Petrol Hareketleri Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029328,7000  OF SAYT VE BATTERY LİMİT,9.10.2017,14:30:00,Olay,ISG,ISG-Küçük müdahale,U-7000 R bölgesinde (Fırınlar Bölgesi),U 7000 Ünitesi Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029329,8100 HYDROCRACKER VAKUM DİST. ÜNİTESİ,1.11.2017,11:00:00,Olay,ISG,ISG-Küçük müdahale,U-8100,U 8100 Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029330,7000  OF SAYT VE BATTERY LİMİT,17.11.2017,11:20:00,Olay,ISG,ISG-Küçük müdahale,U7000 ünitesinde E-7106/A Eşanjöründe,U 7000 Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029331,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,30.11.2017,00:00:00,Olay,ISG,ISG-Küçük müdahale,Dış Kapı,Dış Kapı Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029332,8100 HYDROCRACKER VAKUM DİST. ÜNİTESİ,3.12.2017,14:20:00,Olay,ISG,ISG-Küçük müdahale,H-8101 fırın içi,U 8000 Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029333,8100 HYDROCRACKER VAKUM DİST. ÜNİTESİ,15.12.2017,15:45:00,Olay,ISG,ISG-Küçük müdahale,8100 ünitesinde havalı soğutucular kısmında,U 8000 Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029334,7000  OF SAYT VE BATTERY LİMİT,21.12.2017,14:00:00,Olay,ISG,ISG-Küçük müdahale,7000 ünitesi P bölgesinde,U 7000 Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029335,8600 GAZ AMİN MUAMELE ÜNİTESİ,28.12.2017,11:30:00,Olay,ISG,ISG-Küçük müdahale,8600-Ü  Dram yıkaması yapılırken,U 8600 Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029338,8300 H.CRACKER FRAKSİYONLANDIRMA ÜNİTESİ,18.12.2018,13:50:00,Olay,ISG,ISG-Küçük müdahale,,U8300 Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029345,7000  OF SAYT VE BATTERY LİMİT,25.09.2017,15:50:00,Olay,ISG,ISG-Küçük müdahale,7000-P boru montaj,U7000 Küçük müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029348,KİRALIK ARAÇLAR,5.10.2017,12:30:00,Olay,ISG,ISG-Küçük müdahale,,Personel Servisi_ Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029361,PH 2200 BENZİN SATIŞ VE TRANSFER POMPALA,4.04.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",,PHÜ,Olay tamamlandı,,,Geçersiz,0,,
1029363,MAKİNA YAĞI ÜRÜNÜ KAMYONA YÜKLEME İST.,4.04.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",TK-2486,Kara Dolum Ünitesi,Olay tamamlandı,,,Geçersiz,0,,
1029365,BAK.MÜD./BAKIM MÜDÜRLÜĞÜ,4.04.2019,00:00:00,Güvenlik izleme,İSG,Yasal gerekliliğe uygunsuzluk,Eski iş Makineleri Atölyesi,Eski iş Makineleri Atölyesi,Olay tamamlandı,,,Geçersiz,0,4705.1,
1029368,7100 HAM PETROL ÖN ISITMA VE TUZ GİDERME,4.04.2019,00:00:00,Güvenlik izleme,İSG,Doğru ekipman kullanmama/uyg.sz kullanma,,U7000,Olay tamamlandı,,,Geçersiz,0,4706.1,
1029369,9600 ISOMERİZASYON ÜNİTESİ,4.04.2019,00:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,EM-9617,İSO,Olay tamamlandı,,,Geçersiz,0,4708.1,
1029370,100 HAMPETROL ATMOSFERİK DESTİLASYON ÜN.,3.04.2019,00:00:00,Güvenlik izleme,İSG,Islak/kaygan zemin,,U100,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,4709.1,Seviye 4
1029373,1900 ASVALT HAZIRLAMA ÜNİTESİ,4.04.2019,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,U1900,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1029378,100 HAMPETROL ATMOSFERİK DESTİLASYON ÜN.,4.04.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,,U100,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1029374,SOSYAL TESİS VE LOJMANLAR,10.04.2017,10:40:00,Olay,ISG,ISG-Küçük müdahale,Yemekhane,Yemekhane_Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029379,SOSYAL TESİS VE LOJMANLAR,13.10.2017,14:00:00,Olay,ISG,ISG-Küçük müdahale,Yemekhane,Yemekhane_KM_göze çamaşır suyu kaçması,Lokasyon amirinde bekliyor,NAİM GEÇKİN,,Araştırma başlamadı,0,,
1029380,100 HAMPETROL ATMOSFERİK DESTİLASYON ÜN.,3.04.2019,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,U-100,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,4710.1,Seviye 4
1029382,8600 GAZ AMİN MUAMELE ÜNİTESİ,4.04.2019,00:00:00,Güvenlik izleme,İSG,Mek./elekt.izolasyon standartları ihlali,P-8605/B,U-8600,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,4711.1,Seviye 4
1029387,8500 VİSBREAKER ÜNİTESİ,14.11.2017,15:15:00,Olay,ISG,ISG-Küçük müdahale,,U8500_Küçük müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029388,8200 HYDROCRACKER REAKTÖR ÜNİTESİ,27.11.2017,11:00:00,Olay,ISG,ISG-Küçük müdahale,,U8200_Küçük müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029389,8200 HYDROCRACKER REAKTÖR ÜNİTESİ,2.12.2017,03:20:00,Olay,ISG,ISG-Küçük müdahale,,U8200_Küçük müdahale _dumana marıziyet,Olay tamamlandı,,,Geçersiz,0,,
1029390,8400 HİDROJEN ÜRETİM ÜNİTESİ,13.12.2017,13:50:00,Olay,ISG,ISG-Küçük müdahale,,U8400_Küçük müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029391,2010 Y AKARYAKIT FLAIRE SAHASI,21.12.2017,15:00:00,Olay,ISG,ISG-Küçük müdahale,,U7000 Küçük müdahale_Mira,Olay tamamlandı,,,Geçersiz,0,,
1029392,7200 ATMOSFERİK DİSTİLASYON ÜNİTESİ,25.01.2018,10:45:00,Olay,ISG,ISG-Küçük müdahale,,U7000_Küçük Müdahale_Havatek,Olay tamamlandı,,,Geçersiz,0,,
1029393,SOSYAL TESİS VE LOJMANLAR,13.10.2017,14:00:00,Olay,ISG,ISG-Küçük müdahale,Yemekhane,YEMEKHANE_Göze kimyasal kaçması_Küçük Müdahale,Olay tamamlandı,,,Geçersiz,0,,
1029473,901Y RUS KAZANLARI,10.04.2019,13:00:00,Güvenlik izleme,İSG,Yaralnma riskni artıran tehl.çıkıntılar,,u 901 kazan 1,Olay tamamlandı,,,Geçersiz,0,4733.1,
1029510,3000 TANK SAHASI,11.04.2019,00:00:00,Güvenlik izleme,İSG,"Yaralnma riskni artıran tehl.çıkıntılar; Düşme tehlikesi(Açık kablo kanalları,.)",PHÜ - 2390 Pom. sahası yanı yeni yapılan HVGO pom. yanı,PHÜ 2390 pom. sahası yanı,Olay tamamlandı,,,Geçersiz,0,4734.1,
1029514,PROJE MÜDÜRLÜĞÜ,11.04.2019,00:00:00,Güvenlik izleme,Proses emniyeti,Prosedür/standart mevcut değil/yetersiz; Prosedürler/standartlar bilinmiyor; İzinsiz ekipman kullanımı.; Doğru ekipman kullanmama/uyg.sz kullanma,Rafineri geneli,Patlama korumasız ekipman kullanımı,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,4743.1,Seviye 4
1029518,4000 FCC KATALİTİK KRAKİNG ÜNİTESİ,11.04.2019,00:00:00,Güvenlik izleme,İSG,"Çalışma alanında hareketli araçlar.; Koridorlar, çıkışlar",,FCC BORD KAPILARI,Olay tamamlandı,,,Geçersiz,0,4744.1,
1029520,480 KOSTİK NÖTRALİZASYON ÜNİTESİ,27.03.2019,13:30:00,Güvenlik izleme,İSG,Uygun Solunum Koruyucu.,TK-481/A Bölgesi,U-480 Planlı duruş eksik KKD kullanımı,Olay tamamlandı,,,Geçersiz,0,,
1029528,460 KEROSEN ÜNİTESİ,1.04.2019,11:00:00,Güvenlik izleme,İSG,"Kimyasallar(Tanımsız,etiketsiz,MKK sız); Ekipman durumu uygun değil.",R-461 reaktörü arka bölgesi,U-460 Planlı duruş çalışmaları esnasında vinç hidrolik kaçağı,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1029529,460 KEROSEN ÜNİTESİ,27.03.2019,21:00:00,Güvenlik izleme,İSG,Trafik kuralı ihlali,U-460 ve U-7500 ünite geçiş bölgesi,U-460 Planlı duruş çalışmaları esnasında çalışan ünitelerden geçiş,Olay tamamlandı,,,Geçersiz,0,,
1029550,PH 2350 SİYAH ÜRÜN POMPA İSTASYONU,10.04.2019,14:30:00,Güvenlik izleme,İSG,"Uyarıcı işaretler eksik/yok; Düşme tehlikesi(Açık kablo kanalları,.); Tertip, düzen",PHU bord ve 2350 sahası arası,Açık Kablo Kanalı,Olay tamamlandı,,,Geçersiz,0,4751.1,
1029547,1100 VAKUM DESTİLASYON ÜNİTESİ,12.04.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,E-1114,U-1100,Olay tamamlandı,,,Geçersiz,0,4752.1,
1029565,RAFİNERİ GÜVENLİK MÜDÜRLÜĞÜ,12.04.2019,11:30:00,Güvenlik izleme,İSG,Yasal gerekliliğe uygunsuzluk,İÇ KAPI BÖLGESİ,Rafineri içerisine kuralları bildiği halde cep telefonu sokulması,Olay tamamlandı,,ZIM_LEVEL_04,Geçersiz,0,,Seviye 4
1029587,3000 TANK SAHASI,12.04.2019,20:00:00,Olay,"PE, IG","PE-Kaçak/döküntü; İG-Tekrarlayan ekipman arızaları; İG-Ekipman işlev, bütünlüğünün bozulması",3069/4 tankı,TK-3069/4 2 nolu mikserde benzin kaçağı,Olay tamamlandı,,ZIM_LEVEL_01,Zamanında tamamlandı,1,12160,Seviye 1
1029589,460 KEROSEN ÜNİTESİ,4.04.2019,00:00:00,Olay,IG,"İG-Start-up arızaları; İG-Ekipman işlev, bütünlüğünün bozulması",R-461 A NOZULU,R-461 menhole saplamalarının tork ile sıkılması,Olay tamamlandı,,ZIM_LEVEL_04,Zamanında tamamlandı,1,12164,Seviye 4
1029633,450 KEROSİN MEROX ÜNİTESİ,16.04.2019,10:45:00,Güvenlik izleme,İSG,"Yaralnma riskni artıran tehl.çıkıntılar; Düşme tehlikesi(Açık kablo kanalları,.)",TK-451 yanında bulunan göz duşunun yanı (rögar kapağı ve çevresindeki açık uçlu demir parçaları),U450 Ünitesi,Olay tamamlandı,,,Geçersiz,0,4769.1,
1029640,9100 AĞIR NAFTA HİDROJENLE MUAMELE ÜNİTE,13.04.2019,16:45:00,Olay,IG,İG-Tekrarlayan ekipman arızaları,,PT-9102/B trip kolu düşmesi,Olay tamamlandı,,ZIM_LEVEL_03,Gecikmeli tamamlandı,-2,12188,Seviye 3
1029682,PROJE MÜDÜRLÜĞÜ MÜTEAHHİT SAHASI,4.04.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,YMS MİMAŞ atölyesindeki Tavan vinci,YMS MİMAŞ atölyesindeki Tavan vinci,Olay tamamlandı,,,Geçersiz,0,4788.1,
1029683,8100 HYDROCRACKER VAKUM DİST. ÜNİTESİ,1.04.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",,8100,Olay tamamlandı,,,Geçersiz,0,4831.1,
1029684,9900 DİZEL KEROSEN KÜKÜRT GİDERME ÜNİTES,4.04.2019,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,PT-9921/B,DHP,Olay tamamlandı,,,Geçersiz,0,4789.1,
1029685,1600 ANA ÜRÜN TANKLARI VE BAĞLANTILARI,17.04.2019,00:00:00,Güvenlik izleme,İSG,"Merdivenler(bina merdivenleri,...)",,PHÜ,Olay tamamlandı,,,Geçersiz,0,4790.1,
1029686,100 HAMPETROL ATMOSFERİK DESTİLASYON ÜN.,17.04.2019,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,U-100,Olay tamamlandı,,,Geçersiz,0,,
1029690,3000 TANK SAHASI,17.04.2019,00:00:00,Güvenlik izleme,İSG,"Tertip, düzen",,TK-3033/TK-3034 arası,Olay tamamlandı,,,Geçersiz,0,,
1029693,7000  OF SAYT VE BATTERY LİMİT,4.04.2019,00:00:00,Güvenlik izleme,İSG,Ekipman durumu uygun değil.,,7000 Park alanı önündeki havalandırma,Olay tamamlandı,,,Geçersiz,0,4791.1,
1029695,4000 FCC KATALİTİK KRAKİNG ÜNİTESİ,4.04.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte duran emniyetsiz malzemeler,TK-4002,TK-4002 (7000 ünitesi yanındaki),Olay tamamlandı,,,Geçersiz,0,,
1029700,7000  OF SAYT VE BATTERY LİMİT,4.04.2019,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,7000,Olay tamamlandı,,,Geçersiz,0,,
1029703,2700 OF SITE,4.04.2019,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,Petrol İş sendikası Önü,Olay tamamlandı,,,Geçersiz,0,,
1029705,2700 OF SITE,8.04.2019,00:00:00,Güvenlik izleme,İSG,Prosedürler/standartlar bilinmiyor,,Rafineri Geneli,Olay tamamlandı,,,Geçersiz,0,,
1029707,2700 OF SITE,8.04.2019,00:00:00,Güvenlik izleme,İSG,Yüksekte emniyetsiz çalışma.,,Rafineri Geneli Kurulan İskeleler,Olay tamamlandı,,,Geçersiz,0,,
1029708,7000  OF SAYT VE BATTERY LİMİT,16.04.2019,00:00:00,Güvenlik izleme,İSG,"Düşme tehlikesi(Açık kablo kanalları,.)",,7000,Olay tamamlandı,,,Geçersiz,0,4781.1,
